"","genes","estimate","p","p.adj"
"6579","LPCAT4",-0.988317104867096,0.324,0.829708429051069
"6580","LPGAT1",-0.782579302538728,0.328,0.829708429051069
"6581","LPIN1",0.59159543980347,0.176,0.796283185840708
"6582","LPIN2",0.51660036575995,0.486,0.876759924385633
"6583","LPIN3",0.243970686160245,0.706,0.938296351313713
"6584","LPL",0.498898601891371,0.456,0.868614770459082
"6585","LPO",-0.211402932591886,0.722,0.939072324186807
"6586","LPP",0.70100328388691,0.26,0.820705622932745
"6587","LPXN",0.540052565443888,0.224,0.799799752781211
"6588","LRAT",0.0698197238691776,0.905,0.979441672336887
"6589","LRBA",0.6320970761856,0.445,0.863469028942386
"6590","LRCH1",0.711283415534363,0.0176,0.730920038535645
"6591","LRCH3",0.434287387593225,0.555,0.897816130851664
"6592","LRCH4",0.417991992687934,0.698,0.936357417299222
"6593","LRFN1",0.170239857820311,0.765,0.948629158004158
"6594","LRFN2",-0.30786874498232,0.603,0.910830959164292
"6595","LRFN3",-0.79055811078846,0.118,0.78961743772242
"6596","LRFN4",-0.353053051940076,0.378,0.839446168166305
"6597","LRG1",-0.373740174569169,0.567,0.900186018437226
"6598","LRGUK",0.154399278266708,0.662,0.926528157997654
"6599","LRIF1",-0.574776259598017,0.339,0.833907099184783
"6600","LRIG1",-0.983982683997019,0.254,0.820029318899414
"6601","LRIG2",-0.146532768881732,0.795,0.953295407010792
"6602","LRIG3",0.490537480132877,0.315,0.828913595933926
"6603","LRP1",0.171424814534607,0.815,0.958326359832636
"6604","LRP10",0.238186431454844,0.589,0.904944819457838
"6605","LRP11",-1.30735603602871,0.121,0.78961743772242
"6606","LRP12",-0.606172699273966,0.259,0.820705622932745
"6607","LRP1B",-0.362512216940526,0.642,0.920748086290884
"6608","LRP2",1.4416364477669,0.103,0.78961743772242
"6609","LRP2BP",-0.946804735805348,0.372,0.839007405073263
"6610","LRP3",-0.690250999499394,0.253,0.819944532488114
"6611","LRP4",-0.430592281278739,0.419,0.853684173071449
"6612","LRP5",0.320087856796174,0.528,0.888911257189811
"6613","LRP5L",0.09186180670479,0.86,0.970126083530339
"6614","LRP6",-0.0119183711503166,0.957,0.991349229321948
"6615","LRP8",-0.367007321043985,0.633,0.917813509693053
"6616","LRPAP1",1.11039183046791,0.231,0.801834384093113
"6617","LRPPRC",-1.10488872499958,0.11,0.78961743772242
"6618","LRR1",0.664093196693655,0.349,0.835440635451505
"6619","LRRC1",-0.355791143110676,0.299,0.827964478333643
"6620","LRRC10B",0.265951508542878,0.757,0.947822531269133
"6621","LRRC14",-0.67567376139113,0.142,0.79117538688283
"6622","LRRC14B",-0.132114856265277,0.849,0.967521642443015
"6623","LRRC17",-0.729757953491423,0.166,0.794227212681638
"6624","LRRC20",-0.230436932412109,0.792,0.953295407010792
"6625","LRRC23",-0.803702890141329,0.369,0.838849452120057
"6626","LRRC24",-0.23903901810027,0.788,0.952801756905144
"6627","LRRC26",1.11313183331389,0.0298,0.736338409475465
"6628","LRRC27",-0.911931238794092,0.0871,0.78961743772242
"6629","LRRC28",0.370365629726162,0.633,0.917813509693053
"6630","LRRC29",0.108482723629809,0.887,0.975947792706334
"6631","LRRC3",0.0559450079405121,0.897,0.978477101272575
"6632","LRRC34",-0.500501665475394,0.485,0.876281080398839
"6633","LRRC37A",-0.35039987373151,0.622,0.916607988470249
"6634","LRRC37A2",0.141131808518765,0.828,0.962861088545898
"6635","LRRC37A3",-0.516424728744453,0.469,0.872120682964688
"6636","LRRC37B",-1.14486805075288,0.162,0.794227212681638
"6637","LRRC39",-0.899604491977846,0.132,0.79117538688283
"6638","LRRC4",-0.693996206379789,0.394,0.845441088961619
"6639","LRRC40",-0.790453432124232,0.0351,0.758997734138973
"6640","LRRC41",-0.0284528026950082,0.956,0.991102259559676
"6641","LRRC42",-1.01199552180552,0.224,0.799799752781211
"6642","LRRC43",-0.270086297708273,0.378,0.839446168166305
"6643","LRRC45",0.415222979346206,0.7,0.936407812353986
"6644","LRRC46",-0.215789141884624,0.774,0.94959556620731
"6645","LRRC47",-0.50552818414216,0.551,0.89753812016386
"6646","LRRC49",-0.408212891599086,0.399,0.846300933471625
"6647","LRRC55",-1.90563543661107,0.177,0.797530689329556
"6648","LRRC56",-0.859238785566241,0.218,0.799799752781211
"6649","LRRC57",-1.18209346351301,0.303,0.827964478333643
"6650","LRRC58",-1.22498757778707,0.0267,0.732204022988506
"6651","LRRC59",0.201804626766313,0.859,0.970126083530339
"6652","LRRC61",-0.830036086489478,0.294,0.827964478333643
"6653","LRRC7",-0.474453491763082,0.459,0.869239978833179
"6654","LRRC70",-1.53316622866622,0.00958,0.730920038535645
"6655","LRRC73",0.606435240643489,0.0912,0.78961743772242
"6656","LRRC75A",-0.248699245214536,0.706,0.938296351313713
"6657","LRRC75B",0.571792252480353,0.402,0.847765173836182
"6658","LRRC8A",0.837410486676447,0.121,0.78961743772242
"6659","LRRC8B",-1.1090347165602,0.298,0.827964478333643
"6660","LRRC8C",-0.15358816978427,0.871,0.971283399548181
"6661","LRRC8D",-0.270958889142549,0.746,0.945640696851786
"6662","LRRC8E",-0.156485081836308,0.702,0.93715657931549
"6663","LRRCC1",-1.32586752967739,0.218,0.799799752781211
"6664","LRRFIP1",0.0275882848068831,0.948,0.989184342882134
"6665","LRRFIP2",-0.799769776156107,0.341,0.833907099184783
"6666","LRRIQ3",-1.42850258111339,0.119,0.78961743772242
"6667","LRRIQ4",-0.681799670542566,0.253,0.819944532488114
"6668","LRRK1",-1.1725602044859,0.104,0.78961743772242
"6669","LRRK2",-1.18442115954612,0.0454,0.767252306273063
"6670","LRRN1",-0.735231093300597,0.159,0.794227212681638
"6671","LRRN2",0.856651566294612,0.0689,0.782714340490798
"6672","LRSAM1",-0.197171138966664,0.659,0.925224107493135
"6673","LRTOMT",0.440564998793817,0.423,0.855381409803645
"6674","LRWD1",-0.959543781258813,0.114,0.78961743772242
"6675","LSG1",-0.667677975163644,0.332,0.830580216707445
"6676","LSM1",-0.0803882114917746,0.788,0.952801756905144
"6677","LSM10",0.548259045335243,0.457,0.869016339001063
"6678","LSM11",0.113776798994012,0.796,0.953295407010792
"6679","LSM12",-0.918721937021192,0.315,0.828913595933926
"6680","LSM14A",-0.887214005269809,0.367,0.838849452120057
"6681","LSM14B",1.27649372982185,0.198,0.798775426058274
"6682","LSM2",0.586643749919383,0.689,0.933911087965155
"6683","LSM3",0.368655389007477,0.681,0.931390001908033
"6684","LSM4",-0.0494715468251816,0.929,0.984427788881487
"6685","LSM5",0.121412300025482,0.865,0.970907064069467
"6686","LSM6",-1.03551538397987,0.26,0.820705622932745
"6687","LSM7",0.50679053895694,0.475,0.873763171421229
"6688","LSM8",-0.760038386951079,0.261,0.82112213740458
"6689","LSMEM1",0.362943635801217,0.471,0.872120682964688
"6690","LSP1",0.484230666329265,0.493,0.877873392680514
"6691","LSR",0.222506992757164,0.507,0.88188455008489
"6692","LSS",0.879036436684191,0.362,0.838849452120057
"6693","LTA4H",-1.14067987127475,0.13,0.79117538688283
"6694","LTB",-1.11047231674216,0.0977,0.78961743772242
"6695","LTB4R",0.961930434167929,0.218,0.799799752781211
"6696","LTB4R2",0.372140419113933,0.622,0.916607988470249
"6697","LTBP1",0.922671411708966,0.136,0.79117538688283
"6698","LTBP2",0.925828509853766,0.245,0.812222093561834
"6699","LTBP3",1.22436656020324,0.223,0.799799752781211
"6700","LTBP4",0.968055966237941,0.198,0.798775426058274
"6701","LTBR",-1.13044683663848,0.148,0.79117538688283
"6702","LTF",-0.253414704808309,0.522,0.887370510845087
"6703","LTK",-0.212280112074258,0.419,0.853684173071449
"6704","LTN1",-0.857485893879116,0.0781,0.783916666666667
"6705","LTV1",-0.542273832790946,0.473,0.873000902527076
"6706","LUC7L",0.193195444247072,0.787,0.952801756905144
"6707","LUC7L2",-0.0808448113726669,0.83,0.962954508791741
"6708","LUC7L3",-0.764878041051875,0.135,0.79117538688283
"6709","LUM",-1.00933382049637,0.312,0.828777138615699
"6710","LURAP1",0.0114480119628837,0.994,0.997833800841515
"6711","LURAP1L",-0.28536768875564,0.786,0.952801756905144
"6712","LUZP1",-0.349786501347608,0.544,0.894790302194646
"6713","LUZP6",0.131734275371054,0.767,0.949218034062419
"6714","LXN",-0.599684344929855,0.159,0.794227212681638
"6715","LY6D",-0.251808907738567,0.75,0.945852982579623
"6716","LY6E",-0.195787428330478,0.678,0.930488703810071
"6717","LY6G5B",-0.378955506881063,0.646,0.920748086290884
"6718","LY6G5C",-0.401741725351081,0.665,0.927010906612134
"6719","LY6G6C",-0.676826605573133,0.354,0.836498844503136
"6720","LY6K",0.459295540265849,0.573,0.900186018437226
"6721","LY75",1.02800198276866,0.0384,0.765429305912596
"6722","LY75-CD302",0.977949009561835,0.146,0.79117538688283
"6723","LY96",0.951507663978282,0.435,0.859730084219246
"6724","LYAR",-0.954278593512108,0.17,0.79579185520362
"6725","LYG1",0.478003961791754,0.656,0.923457567115744
"6726","LYN",-0.814226922272531,0.116,0.78961743772242
"6727","LYNX1",0.291389361810985,0.639,0.919325125628141
"6728","LYPD1",0.0853400116172686,0.897,0.978477101272575
"6729","LYPD3",-0.931719270246907,0.0137,0.730920038535645
"6730","LYPD5",-0.0335256709047812,0.955,0.990854895991882
"6731","LYPD6",-0.663597469184892,0.131,0.79117538688283
"6732","LYPD6B",-1.06855640724609,0.368,0.838849452120057
"6733","LYPLA1",-0.261982983265453,0.731,0.941031025179856
"6734","LYPLA2",0.0450768236830861,0.903,0.979424534020306
"6735","LYPLAL1",-0.140519357275982,0.88,0.974487506768778
"6736","LYRM1",0.507704054474665,0.453,0.866937834224599
"6737","LYRM2",-1.75966736913616,0.0846,0.78961743772242
"6738","LYRM4",0.217772048254018,0.803,0.954967599900308
"6739","LYRM7",0.707444516484325,0.316,0.828913595933926
"6740","LYRM9",0.38686444560074,0.528,0.888911257189811
"6741","LYSMD1",-0.156994332134771,0.582,0.903909081045893
"6742","LYSMD2",-1.07824721094779,0.236,0.806094010975901
"6743","LYSMD3",-0.391285289784174,0.286,0.827964478333643
"6744","LYSMD4",1.08191207845783,0.0826,0.78961743772242
"6745","LYST",-0.779363725996361,0.284,0.827490331772847
"6746","LYZ",-0.45712632896124,0.394,0.845441088961619
"6747","LZIC",-0.348382789863461,0.459,0.869239978833179
"6748","LZTFL1",-0.923444047283329,0.228,0.799955882352941
"6749","LZTR1",0.401643711420156,0.589,0.904944819457838
"6750","LZTS1",0.471763019755577,0.494,0.877873392680514
"6751","LZTS2",0.353520506934291,0.462,0.869629191321499
"6752","LZTS3",-0.269141570455861,0.78,0.952136096188284
"6753","M6PR",-0.472498925092928,0.629,0.917721583392694
"6754","MACC1",-0.956184818837901,0.19,0.797609970674487
"6755","MACF1",0.716451304870444,0.479,0.87497771552273
"6756","MACROD1",0.486080049580182,0.619,0.915296456977585
"6757","MACROD2",-0.302203070094095,0.693,0.935523858921162
"6758","MAD1L1",-0.584864565547231,0.293,0.827964478333643
"6759","MAD2L1",-0.490240728671807,0.324,0.829708429051069
"6760","MAD2L1BP",-0.380461491000938,0.616,0.914449860002074
"6761","MAD2L2",0.452112346825132,0.577,0.902297709923664
"6762","MADD",-0.681027711571112,0.322,0.829708429051069
"6763","MAEA",0.209577997132321,0.724,0.939539479648264
"6764","MAF",0.0433834503594364,0.936,0.985716177444273
"6765","MAF1",-0.917670547969638,0.147,0.79117538688283
"6766","MAFB",0.277930967465288,0.684,0.932342410969339
"6767","MAFF",0.560345377152335,0.346,0.835121889710827
"6768","MAFG",0.301369815516529,0.66,0.925629469971588
"6769","MAFK",-0.491508986266398,0.141,0.79117538688283
"6770","MAGEB4",-0.107572360098158,0.837,0.96353172690763
"6771","MAGED1",0.450732870123676,0.163,0.794227212681638
"6772","MAGED2",0.981040639909055,0.171,0.79579185520362
"6773","MAGED4",0.0844626573494231,0.928,0.984388291959985
"6774","MAGED4B",-0.301683680039963,0.599,0.910044500953592
"6775","MAGEE1",0.415343251961308,0.332,0.830580216707445
"6776","MAGEF1",1.54924721564731,0.107,0.78961743772242
"6777","MAGEH1",0.0162611262787608,0.977,0.996491271820449
"6778","MAGI1",-0.260071857169462,0.472,0.872279886392977
"6779","MAGI2",-0.868681215460488,0.0934,0.78961743772242
"6780","MAGI3",1.25081288544209,0.164,0.794227212681638
"6781","MAGIX",0.430343339583966,0.465,0.870468811298548
"6782","MAGOH",-1.21512420341381,0.194,0.797992036405006
"6783","MAGOHB",-0.702600232100164,0.386,0.84193085106383
"6784","MAGT1",1.3440483805599,0.0188,0.730920038535645
"6785","MAIP1",-1.08440292760797,0.0628,0.778535087719298
"6786","MAK",-1.67512530691907,0.00848,0.730920038535645
"6787","MAK16",-0.340251503805679,0.573,0.900186018437226
"6788","MAL",0.777499462301343,0.399,0.846300933471625
"6789","MAL2",-0.302916646102492,0.475,0.873763171421229
"6790","MALL",0.766525956610682,0.192,0.797992036405006
"6791","MALSU1",0.734067799219813,0.28,0.825639367816092
"6792","MALT1",0.0906423228638565,0.885,0.975797196333667
"6793","MAMDC2",0.134771562264914,0.866,0.970907064069467
"6794","MAMDC4",1.9826347452136,0.0178,0.730920038535645
"6795","MAML1",-1.3669368843015,0.259,0.820705622932745
"6796","MAML2",0.674521272697813,0.18,0.797609970674487
"6797","MAML3",0.828421752505626,0.482,0.875612944162437
"6798","MAMLD1",1.24260454715471,0.0313,0.738154036243822
"6799","MAMSTR",0.186527658115722,0.866,0.970907064069467
"6800","MAN1A1",0.811498479228837,0.483,0.876095413076533
"6801","MAN1A2",0.700198155112496,0.244,0.811538104089219
"6802","MAN1B1",0.984085057856648,0.0764,0.783916666666667
"6803","MAN1C1",0.580732704570418,0.389,0.843845279587816
"6804","MAN2A1",-0.181532402175433,0.621,0.915982998454405
"6805","MAN2A2",-0.213912363807715,0.739,0.94377598358462
"6806","MAN2B1",-0.836278656883505,0.311,0.827964478333643
"6807","MAN2B2",0.423681369541405,0.578,0.902297709923664
"6808","MAN2C1",-0.938333633614747,0.167,0.794227212681638
"6809","MANBA",-0.442326826114439,0.52,0.886800095306171
"6810","MANBAL",1.32599423644923,0.0461,0.767252306273063
"6811","MANEA",-1.26753413625651,0.0383,0.765429305912596
"6812","MANEAL",-1.15996623371435,0.0531,0.767252306273063
"6813","MANF",0.930222334106439,0.193,0.797992036405006
"6814","MANSC1",0.285532325105424,0.638,0.918625025145846
"6815","MAOA",0.281621146620832,0.548,0.896118345899018
"6816","MAOB",0.889504701154909,0.223,0.799799752781211
"6817","MAP10",0.209509445461864,0.345,0.834517573504562
"6818","MAP1A",-0.217480034954926,0.543,0.894790302194646
"6819","MAP1B",0.903197449841383,0.143,0.79117538688283
"6820","MAP1LC3A",1.14109141299573,0.102,0.78961743772242
"6821","MAP1LC3B",-0.0552810425245652,0.955,0.990854895991882
"6822","MAP1S",-0.707082430329338,0.266,0.823483996539792
"6823","MAP2",-0.320273143254945,0.588,0.904944819457838
"6824","MAP2K1",0.0640000213978351,0.915,0.981434512213397
"6825","MAP2K2",-0.914072489424247,0.274,0.824707737594617
"6826","MAP2K3",1.05156900156181,0.0101,0.730920038535645
"6827","MAP2K4",0.163891427244784,0.716,0.938880651323569
"6828","MAP2K5",0.0100173037084661,0.968,0.994753768844221
"6829","MAP2K6",-0.142938251316262,0.746,0.945640696851786
"6830","MAP2K7",-0.701406906794557,0.322,0.829708429051069
"6831","MAP3K1",-0.151326555151041,0.615,0.914449860002074
"6832","MAP3K10",-0.0214748550781828,0.981,0.996620347394541
"6833","MAP3K11",-0.000175240128269361,1,1
"6834","MAP3K12",0.0684362492104227,0.882,0.975344148319815
"6835","MAP3K13",-0.870876205327355,0.502,0.878960571289062
"6836","MAP3K14",-0.4735541585204,0.584,0.904527711882683
"6837","MAP3K2",0.141867380643531,0.827,0.962861088545898
"6838","MAP3K20",0.339911805738792,0.266,0.823483996539792
"6839","MAP3K21",-0.8977358765351,0.338,0.83278313253012
"6840","MAP3K3",-1.1435709434833,0.394,0.845441088961619
"6841","MAP3K4",-1.19975681744445,0.102,0.78961743772242
"6842","MAP3K5",-0.218750760519186,0.607,0.911391336270191
"6843","MAP3K6",-0.238785042576656,0.565,0.900154427285857
"6844","MAP3K7",-1.36882235648337,0.127,0.79117538688283
"6845","MAP3K7CL",-0.467881754164153,0.353,0.836483198146002
"6846","MAP3K8",-0.886119767271834,0.0425,0.767252306273063
"6847","MAP3K9",-0.181240828369287,0.691,0.93458664021164
"6848","MAP4",-0.192259938022803,0.711,0.938880651323569
"6849","MAP4K1",0.164578603599358,0.829,0.962954508791741
"6850","MAP4K2",1.14960183558044,0.397,0.845441088961619
"6851","MAP4K3",-0.0696072636104536,0.892,0.97724141885177
"6852","MAP4K4",0.29515684286199,0.668,0.927528813559322
"6853","MAP4K5",0.263576524418304,0.705,0.938296351313713
"6854","MAP6",-0.281775196915145,0.763,0.948629158004158
"6855","MAP6D1",0.19258977487952,0.782,0.952546800544588
"6856","MAP7",-0.126440562531881,0.823,0.960949836867863
"6857","MAP7D1",0.496048421454768,0.556,0.897816130851664
"6858","MAP7D2",1.24048980972406,0.0286,0.736338409475465
"6859","MAP7D3",-0.408264285881428,0.485,0.876281080398839
"6860","MAP9",0.237121103470462,0.572,0.900186018437226
"6861","MAPK1",1.08357744457779,0.0776,0.783916666666667
"6862","MAPK10",0.579776481718326,0.648,0.92125533816665
"6863","MAPK11",0.557205738887712,0.411,0.851072616808911
"6864","MAPK12",-0.144247114619119,0.873,0.971848121937942
"6865","MAPK13",-0.208029220665944,0.616,0.914449860002074
"6866","MAPK14",0.250623551002734,0.8,0.954333333333333
"6867","MAPK15",-0.657688295598957,0.346,0.835121889710827
"6868","MAPK1IP1L",-0.147862705338745,0.776,0.950170216405782
"6869","MAPK3",0.674094363239561,0.108,0.78961743772242
"6870","MAPK4",1.44372875527301,0.0326,0.744197933227345
"6871","MAPK6",-1.42465334474573,0.0208,0.730920038535645
"6872","MAPK7",0.28697662582386,0.702,0.93715657931549
"6873","MAPK8",-1.03545854302134,0.119,0.78961743772242
"6874","MAPK8IP1",-0.136461470102167,0.72,0.938880651323569
"6875","MAPK8IP2",0.230968375619433,0.562,0.899992169146437
"6876","MAPK8IP3",-0.00693597052341295,0.988,0.99707972392422
"6877","MAPK9",-0.423163851353115,0.687,0.932966986054454
"6878","MAPKAP1",0.0167637884004748,0.978,0.996620347394541
"6879","MAPKAPK2",-0.127877239181361,0.834,0.962954508791741
"6880","MAPKAPK3",0.114296120402915,0.806,0.955756295559974
"6881","MAPKAPK5",-0.840159158188031,0.102,0.78961743772242
"6882","MAPKBP1",-0.570957425573216,0.279,0.825639367816092
"6883","MAPRE1",0.836074824003177,0.369,0.838849452120057
"6884","MAPRE2",1.01819366439974,0.0404,0.765429305912596
"6885","MAPRE3",0.42621745984733,0.298,0.827964478333643
"6886","MAPT",0.85708585944355,0.158,0.794227212681638
"6887","MARCKS",-1.41850225876177,0.1,0.78961743772242
"6888","MARCKSL1",1.45732722249385,0.0872,0.78961743772242
"6889","MARCO",-1.13059338677223,0.243,0.810660685154976
"6890","MARF1",0.00146513035592732,0.997,0.998464740450539
"6891","MARK1",-0.682216284402659,0.227,0.799955882352941
"6892","MARK2",0.069712282691359,0.823,0.960949836867863
"6893","MARK3",-0.0255729226417538,0.96,0.992374350086655
"6894","MARK4",0.836190215045202,0.318,0.828913595933926
"6895","MARS",0.980093823454727,0.298,0.827964478333643
"6896","MARS2",-0.705887313554748,0.032,0.74319089456869
"6897","MARVELD1",0.325303674823617,0.686,0.932670718966664
"6898","MARVELD2",-0.0955349387383054,0.811,0.957473879062114
"6899","MARVELD3",-0.748854460405627,0.172,0.79579185520362
"6900","MAST1",0.10359312360843,0.854,0.968624514697726
"6901","MAST2",1.24109522583636,0.266,0.823483996539792
"6902","MAST3",-0.248835460175699,0.654,0.922820108427797
"6903","MAST4",-1.49538883323969,0.108,0.78961743772242
"6904","MASTL",-0.265664372791022,0.588,0.904944819457838
"6905","MAT2A",-1.32168521551208,0.0526,0.767252306273063
"6906","MAT2B",-0.245761387204204,0.729,0.940401459854015
"6907","MATK",-0.0459184706691598,0.941,0.987205203371198
"6908","MATN1",1.57950823800299,0.139,0.79117538688283
"6909","MATN2",-0.5229492113849,0.263,0.82112213740458
"6910","MATN3",0.459441036484889,0.561,0.89959840932004
"6911","MATN4",0.0929560979692999,0.87,0.971283399548181
"6912","MATR3",-0.0942054624257482,0.881,0.974991495941245
"6913","MAU2",-1.01489911743153,0.0268,0.733473333333333
"6914","MAVS",-0.128716528187924,0.876,0.973295560384974
"6915","MAX",-0.788162711456449,0.376,0.839446168166305
"6916","MAZ",0.604214406601492,0.539,0.8946875
"6917","MB",-0.535559081660181,0.601,0.910211066440965
"6918","MB21D1",-2.09515422506661,0.0867,0.78961743772242
"6919","MB21D2",-0.603625722746948,0.355,0.837755522584899
"6920","MBD1",0.972362721283676,0.222,0.799799752781211
"6921","MBD2",0.540885285522676,0.398,0.845683538667063
"6922","MBD3",-0.0536699795183347,0.9,0.978989361702128
"6923","MBD4",-1.34929421687956,0.0506,0.767252306273063
"6924","MBD5",-0.495036969862731,0.436,0.860162624035281
"6925","MBD6",0.585929582124836,0.452,0.866182061579652
"6926","MBIP",0.474491057099992,0.461,0.869347253326307
"6927","MBLAC1",1.12607674470917,0.114,0.78961743772242
"6928","MBLAC2",-1.11864112740928,0.0696,0.782714340490798
"6929","MBNL1",-0.355976073356332,0.56,0.89959840932004
"6930","MBNL2",-0.887780342699793,0.26,0.820705622932745
"6931","MBNL3",-0.070172062739229,0.905,0.979441672336887
"6932","MBOAT1",0.846265408873851,0.16,0.794227212681638
"6933","MBOAT2",-0.113193246537227,0.79,0.953295407010792
"6934","MBOAT7",0.258424502078573,0.747,0.945640696851786
"6935","MBP",-0.677936537787055,0.184,0.797609970674487
"6936","MBTD1",-1.39365036293246,0.0336,0.751426012461059
"6937","MBTPS1",0.626969038383946,0.328,0.829708429051069
"6938","MBTPS2",0.239630570776835,0.818,0.958865869636423
"6939","MC1R",0.654731801807198,0.138,0.79117538688283
"6940","MCAM",1.47031664134365,0.0761,0.783157081236521
"6941","MCAT",-0.465573060195016,0.353,0.836483198146002
"6942","MCC",-0.153089399373624,0.801,0.954333333333333
"6943","MCCC1",-0.547301225214469,0.364,0.838849452120057
"6944","MCCC2",-0.604497122868217,0.254,0.820029318899414
"6945","MCEE",-0.757438625914532,0.0904,0.78961743772242
"6946","MCF2L",-0.853116749499865,0.342,0.833907099184783
"6947","MCF2L2",0.139584516288661,0.81,0.957090383821709
"6948","MCFD2",1.17527341036596,0.227,0.799955882352941
"6949","MCIDAS",-0.663335275851245,0.0708,0.782714340490798
"6950","MCL1",-1.20276254104593,0.00411,0.730920038535645
"6951","MCM10",-0.239015173629976,0.721,0.938880651323569
"6952","MCM2",-0.626387344943734,0.28,0.825639367816092
"6953","MCM3",-0.349187418530811,0.691,0.93458664021164
"6954","MCM3AP",0.0895947546676418,0.874,0.972205299557075
"6955","MCM4",-1.41935868264974,0.0247,0.730920038535645
"6956","MCM5",0.760243202817104,0.309,0.827964478333643
"6957","MCM6",-0.706329437169111,0.209,0.799799752781211
"6958","MCM7",-0.653214606151086,0.386,0.84193085106383
"6959","MCM8",-0.0207693931126635,0.973,0.996173294235446
"6960","MCM9",-0.649665270439767,0.169,0.795539296284117
"6961","MCMBP",-1.07046202891225,0.0606,0.774334519572954
"6962","MCMDC2",-0.116367083362519,0.867,0.970907064069467
"6963","MCOLN1",-0.432306545744605,0.556,0.897816130851664
"6964","MCOLN2",-0.918982538202098,0.162,0.794227212681638
"6965","MCOLN3",-1.18552547902691,0.317,0.828913595933926
"6966","MCPH1",-0.382983969065841,0.572,0.900186018437226
"6967","MCRIP1",0.269013509959095,0.68,0.931390001908033
"6968","MCRIP2",-0.107736670584755,0.833,0.962954508791741
"6969","MCRS1",-1.27555938182686,0.116,0.78961743772242
"6970","MCTP1",-1.58069679853175,0.18,0.797609970674487
"6971","MCTP2",-0.469735256741952,0.538,0.894479674796748
"6972","MCTS1",0.753598611686609,0.396,0.845441088961619
"6973","MCU",-0.696449842188419,0.201,0.798775426058274
"6974","MCUB",-0.371604205994772,0.606,0.911036546943919
"6975","MCUR1",-0.584185788439152,0.391,0.84472758828856
"6976","MDC1",0.484736593837585,0.668,0.927528813559322
"6977","MDFI",0.490368206531463,0.501,0.878960571289062
"6978","MDFIC",0.761596347224652,0.129,0.79117538688283
"6979","MDGA1",0.211761385138796,0.666,0.927528813559322
"6980","MDH1",0.154635840915548,0.801,0.954333333333333
"6981","MDH1B",-0.911050407547926,0.34,0.833907099184783
"6982","MDH2",-0.517977476851398,0.464,0.869848088004191
"6983","MDK",0.307416445843445,0.771,0.94959556620731
"6984","MDM1",-0.88566537891087,0.119,0.78961743772242
"6985","MDM2",-1.35856436290379,0.0713,0.782714340490798
"6986","MDM4",-0.550212071251362,0.465,0.870468811298548
"6987","MDN1",-1.82167319599775,0.0176,0.730920038535645
"6988","MDP1",1.12644997646824,0.367,0.838849452120057
"6989","ME1",-0.799831101927852,0.266,0.823483996539792
"6990","ME2",-0.146859300469079,0.86,0.970126083530339
"6991","ME3",0.253668889242504,0.647,0.920748086290884
"6992","MEA1",0.802879613814454,0.21,0.799799752781211
"6993","MEAF6",-0.0306793646392727,0.982,0.996620347394541
"6994","MECOM",0.012773138747279,0.984,0.9968126813389
"6995","MECP2",-0.049970361398099,0.934,0.985716177444273
"6996","MECR",0.571877543057642,0.418,0.853468834688347
"6997","MED1",-0.885990231542651,0.209,0.799799752781211
"6998","MED10",0.149196839706908,0.797,0.953774870423006
"6999","MED11",0.0290616293531826,0.9,0.978989361702128
"7000","MED12",-0.0154541838861008,0.983,0.9968126813389
"7001","MED12L",0.316202585692237,0.479,0.87497771552273
"7002","MED13",-1.68727951388481,0.187,0.797609970674487
"7003","MED13L",-0.558257117738234,0.179,0.797609970674487
"7004","MED14",-1.14659580479303,0.0369,0.765429305912596
"7005","MED15",0.763714869424373,0.298,0.827964478333643
"7006","MED16",0.692071095489123,0.0101,0.730920038535645
"7007","MED17",-1.26497734068953,0.0169,0.730920038535645
"7008","MED18",-0.19951581012492,0.737,0.943241394725078
"7009","MED19",-0.196904851535789,0.608,0.911840754321634
"7010","MED20",-0.0369528729863828,0.966,0.994511459156549
"7011","MED21",-0.369115853756345,0.403,0.848873602118894
"7012","MED22",-0.777925110167176,0.105,0.78961743772242
"7013","MED23",-0.411463097900915,0.592,0.905683445548787
"7014","MED24",-0.0950603654783936,0.907,0.980050196256039
"7015","MED25",0.0564095737368733,0.929,0.984427788881487
"7016","MED26",-1.11013382452107,0.201,0.798775426058274
"7017","MED27",1.07830534565808,0.122,0.78961743772242
"7018","MED28",-0.786186054021353,0.283,0.826933047560727
"7019","MED29",0.352210342977931,0.645,0.920748086290884
"7020","MED30",-0.591008395541606,0.407,0.84992049598833
"7021","MED31",1.01995514082282,0.0941,0.78961743772242
"7022","MED4",1.49537913914633,0.195,0.797992036405006
"7023","MED6",-0.783555754727209,0.378,0.839446168166305
"7024","MED7",0.233670182401257,0.679,0.930488703810071
"7025","MED8",-0.0844831683907049,0.933,0.985716177444273
"7026","MED9",0.0850729681930341,0.892,0.97724141885177
"7027","MEDAG",0.795873896821125,0.554,0.897816130851664
"7028","MEF2A",1.06084584750742,0.0366,0.765429305912596
"7029","MEF2B",0.339341627486993,0.572,0.900186018437226
"7030","MEF2C",0.544980882522413,0.398,0.845683538667063
"7031","MEF2D",-0.436432281652593,0.4,0.847529159899601
"7032","MEGF10",1.20348296573252,0.0756,0.782787103746398
"7033","MEGF6",0.667278785894895,0.476,0.874030271934325
"7034","MEGF8",0.447501143478382,0.503,0.878960571289062
"7035","MEGF9",-0.452036668227962,0.438,0.860271731690623
