"","genes","estimate","p","p.adj"
"7036","MEIS1",0.247302922483839,0.627,0.917721583392694
"7037","MEIS2",0.0815615458298124,0.872,0.971717266075043
"7038","MEIS3",-0.178908118786462,0.632,0.917813509693053
"7039","MELK",-0.31510749545348,0.669,0.927528813559322
"7040","MELTF",1.31204267753012,0.0146,0.730920038535645
"7041","MEMO1",-0.135581736504677,0.769,0.94959556620731
"7042","MEN1",0.188821631356547,0.836,0.96353172690763
"7043","MEOX1",0.222695081225368,0.764,0.948629158004158
"7044","MEPCE",-0.274162940132119,0.698,0.936357417299222
"7045","MERTK",-0.245488282564621,0.745,0.945449911347518
"7046","MESD",0.0560975805401112,0.967,0.994511459156549
"7047","MESP1",-0.642191242136473,0.182,0.797609970674487
"7048","MESP2",0.0563603174108256,0.896,0.978355453852021
"7049","MEST",-1.36063812782137,0.114,0.78961743772242
"7050","MET",0.187466267300455,0.712,0.938880651323569
"7051","METAP1",-0.10922427400057,0.875,0.972864077669903
"7052","METAP1D",-0.314330678815786,0.299,0.827964478333643
"7053","METAP2",-1.19844390507444,0.106,0.78961743772242
"7054","METRN",1.29482271889605,0.0237,0.730920038535645
"7055","METRNL",-0.278099722607802,0.817,0.958714238872039
"7056","METTL1",0.40647424855306,0.56,0.89959840932004
"7057","METTL12",0.175960270431498,0.801,0.954333333333333
"7058","METTL13",-1.4267261668198,0.27,0.823928799829461
"7059","METTL14",-1.22203576267856,0.0539,0.767252306273063
"7060","METTL15",-0.41680054629022,0.429,0.857984285912947
"7061","METTL16",-0.398846238429839,0.397,0.845441088961619
"7062","METTL17",-0.0692619980286228,0.911,0.980597413339349
"7063","METTL18",-0.693071381838005,0.362,0.838849452120057
"7064","METTL21A",-0.790772826778127,0.191,0.797992036405006
"7065","METTL22",0.33261999747527,0.59,0.904944819457838
"7066","METTL23",-0.32592042564922,0.7,0.936407812353986
"7067","METTL25",-0.597396895360314,0.168,0.794227212681638
"7068","METTL26",0.519014402683243,0.523,0.887370510845087
"7069","METTL27",-0.762319806626793,0.154,0.794131844380403
"7070","METTL2A",-1.3789006036209,0.276,0.825639367816092
"7071","METTL2B",-1.53058940725375,0.0038,0.730920038535645
"7072","METTL3",0.551708412755478,0.356,0.838456729187233
"7073","METTL4",-1.01053477157405,0.309,0.827964478333643
"7074","METTL5",-0.111075101229233,0.9,0.978989361702128
"7075","METTL6",-0.633750785951281,0.362,0.838849452120057
"7076","METTL7A",0.00788838814640926,0.985,0.996863479059256
"7077","METTL7B",1.17605803970082,0.196,0.797992036405006
"7078","METTL8",-0.397185817639548,0.513,0.883705776173285
"7079","METTL9",0.558891872694702,0.303,0.827964478333643
"7080","MEX3A",-1.37714469015038,0.0685,0.782714340490798
"7081","MEX3B",0.525474245615901,0.523,0.887370510845087
"7082","MEX3C",0.218750065412958,0.752,0.946030406889885
"7083","MEX3D",0.271289716981255,0.525,0.88813223824155
"7084","MFAP1",-0.238120522319343,0.589,0.904944819457838
"7085","MFAP2",-0.0110481022759613,0.989,0.99707972392422
"7086","MFAP3",0.62803961666332,0.299,0.827964478333643
"7087","MFAP3L",0.536888525706257,0.36,0.838849452120057
"7088","MFAP4",-0.319887900067286,0.627,0.917721583392694
"7089","MFAP5",-0.54530370335153,0.0724,0.782787103746398
"7090","MFF",-0.0204004543227179,0.982,0.996620347394541
"7091","MFGE8",1.32360953991582,0.116,0.78961743772242
"7092","MFHAS1",-0.785164692843696,0.0679,0.782714340490798
"7093","MFN1",-0.534386798650057,0.5,0.878960571289062
"7094","MFN2",0.276586435184782,0.678,0.930488703810071
"7095","MFNG",-0.0501120617530002,0.763,0.948629158004158
"7096","MFSD1",-0.770113235872868,0.275,0.825115279815552
"7097","MFSD10",-0.320589642191857,0.641,0.920537219101124
"7098","MFSD11",-0.0806239329587771,0.922,0.982757259865972
"7099","MFSD12",-0.277259445881144,0.671,0.928233958252803
"7100","MFSD13A",-1.52342605902311,0.0139,0.730920038535645
"7101","MFSD14A",0.157461959247499,0.765,0.948629158004158
"7102","MFSD14B",-1.00386841315362,0.405,0.84958601992966
"7103","MFSD2A",0.249951130560616,0.816,0.958326359832636
"7104","MFSD3",-0.327543736299319,0.578,0.902297709923664
"7105","MFSD4A",-0.397641653760661,0.658,0.924636301168156
"7106","MFSD4B",-0.521031735319747,0.148,0.79117538688283
"7107","MFSD5",-0.823505751215659,0.0309,0.738154036243822
"7108","MFSD6",0.265037775929382,0.58,0.902663622526636
"7109","MFSD6L",0.199435463924963,0.676,0.929759800153728
"7110","MFSD8",-1.08720148749947,0.226,0.799799752781211
"7111","MFSD9",-0.881261265821091,0.031,0.738154036243822
"7112","MGA",-1.62637299582692,0.000865,0.730920038535645
"7113","MGAM",-1.02497046614037,0.23,0.801472736124635
"7114","MGAM2",0.0827777963856414,0.868,0.971115279406018
"7115","MGARP",-1.42024698948845,0.139,0.79117538688283
"7116","MGAT1",-0.165464029141031,0.846,0.966673850574713
"7117","MGAT2",0.386237120409955,0.518,0.886345923978006
"7118","MGAT3",0.894554444959164,0.155,0.794227212681638
"7119","MGAT4A",-0.123234787434358,0.788,0.952801756905144
"7120","MGAT4B",-0.991542143910219,0.24,0.807236842105263
"7121","MGAT5",-0.131038344893797,0.821,0.960651871832598
"7122","MGAT5B",0.125067172213921,0.801,0.954333333333333
"7123","MGEA5",-1.64236997941755,0.127,0.79117538688283
"7124","MGLL",-0.107212491131897,0.869,0.971283399548181
"7125","MGME1",-0.348378841058851,0.653,0.922820108427797
"7126","MGMT",-0.281176991738654,0.478,0.87489707198568
"7127","MGP",1.13777805944783,0.152,0.792093192573717
"7128","MGRN1",1.5929815323625,0.0569,0.767252306273063
"7129","MGST1",-0.387256011998201,0.492,0.877873392680514
"7130","MGST2",0.185103412346599,0.841,0.964579360628155
"7131","MGST3",-0.838039659164542,0.24,0.807236842105263
"7132","MIA",1.01062227183469,0.0587,0.769496794871795
"7133","MIA2",-1.13908513149933,0.252,0.819672801635992
"7134","MIA3",-0.0523215393986764,0.924,0.983570791195717
"7135","MIB1",-0.383483563455777,0.464,0.869848088004191
"7136","MIB2",-0.0225676243807247,0.979,0.996620347394541
"7137","MICA",0.521908662164796,0.32,0.829708429051069
"7138","MICAL1",-0.845821775144639,0.257,0.820705622932745
"7139","MICAL2",-0.739869918567055,0.093,0.78961743772242
"7140","MICAL3",0.267309821895755,0.398,0.845683538667063
"7141","MICALCL",-1.1003066775574,0.0291,0.736338409475465
"7142","MICALL1",-0.158649896978451,0.798,0.954014531484884
"7143","MICALL2",-0.42284747464155,0.544,0.894790302194646
"7144","MICB",-0.150381773501783,0.772,0.94959556620731
"7145","MICU1",-0.439552104169979,0.498,0.878264136996427
"7146","MICU2",0.148662124648893,0.789,0.953286208642809
"7147","MICU3",-0.834354629646699,0.285,0.827964478333643
"7148","MID1",0.474921773114037,0.0944,0.78961743772242
"7149","MID1IP1",-0.970892403360515,0.0674,0.782714340490798
"7150","MID2",-0.167091435697754,0.73,0.94050490504905
"7151","MIDN",0.392623761508685,0.407,0.84992049598833
"7152","MIEF1",0.874517800756709,0.244,0.811538104089219
"7153","MIEF2",-0.4734257071375,0.569,0.900186018437226
"7154","MIEN1",0.00606637912975391,0.99,0.997315270935961
"7155","MIER1",-0.1762960180819,0.752,0.946030406889885
"7156","MIER2",0.207408054496634,0.783,0.952630035696073
"7157","MIER3",-0.934735099521417,0.0452,0.767252306273063
"7158","MIF",1.25032878660069,0.151,0.792072187614511
"7159","MIF4GD",0.0712023875689871,0.878,0.973930259589307
"7160","MIGA1",-1.13146688843915,0.253,0.819944532488114
"7161","MIGA2",1.21414877487642,0.051,0.767252306273063
"7162","MIIP",-0.330191011770469,0.641,0.920537219101124
"7163","MINDY1",-0.422788769597872,0.392,0.845357035251582
"7164","MINDY2",-1.08705543671708,0.0197,0.730920038535645
"7165","MINDY3",-0.390618973075651,0.708,0.938623416258208
"7166","MINDY4",-1.24017894999834,0.0418,0.766154929577465
"7167","MINK1",-0.0968537360035562,0.833,0.962954508791741
"7168","MINOS1",1.40552101400931,0.0466,0.767252306273063
"7169","MINPP1",-1.65747309395899,0.137,0.79117538688283
"7170","MIOS",-1.40353650746133,0.281,0.825639367816092
"7171","MIOX",-1.32386782556727,0.211,0.799799752781211
"7172","MIPEP",-0.340924752444649,0.459,0.869239978833179
"7173","MIPOL1",-1.1587832160768,0.0694,0.782714340490798
"7174","MIS12",-0.832951304734282,0.393,0.845441088961619
"7175","MIS18A",0.320983150091697,0.427,0.857534371492705
"7176","MIS18BP1",-1.26810154417375,0.0243,0.730920038535645
"7177","MISP",-0.297799420692096,0.542,0.894790302194646
"7178","MISP3",-0.0246905188241058,0.964,0.994140191628845
"7179","MITD1",-0.195984882090711,0.784,0.952801756905144
"7180","MITF",0.636555848398783,0.449,0.865764412715517
"7181","MIXL1",-0.764830358859493,0.328,0.829708429051069
"7182","MKI67",-0.098068255108325,0.919,0.981825882528547
"7183","MKKS",0.189096485236464,0.741,0.944560552092609
"7184","MKL1",0.407895594708504,0.33,0.830254950061328
"7185","MKL2",0.470459484584048,0.507,0.88188455008489
"7186","MKLN1",-1.03907085404515,0.108,0.78961743772242
"7187","MKNK1",0.160505545134124,0.814,0.957863542951089
"7188","MKNK2",0.242608077723081,0.677,0.93042002688172
"7189","MKRN1",-0.44565139211095,0.462,0.869629191321499
"7190","MKRN2",-0.699765500572473,0.221,0.799799752781211
"7191","MKRN2OS",-0.00233057743707597,0.998,0.999116721449053
"7192","MKS1",-0.830211402932987,0.256,0.820705622932745
"7193","MLEC",-0.543673277905269,0.556,0.897816130851664
"7194","MLF1",0.0494460015153313,0.871,0.971283399548181
"7195","MLF2",-0.101396594057559,0.853,0.968180700919759
"7196","MLH1",-0.233066413990824,0.801,0.954333333333333
"7197","MLH3",-0.706599164422153,0.247,0.812828735632184
"7198","MLKL",-0.922746811773929,0.176,0.796283185840708
"7199","MLLT1",-0.381791554452685,0.595,0.907460579586618
"7200","MLLT10",-1.77813291242299,0.00194,0.730920038535645
"7201","MLLT11",-0.235014910290331,0.6,0.910044500953592
"7202","MLLT3",0.322916614875215,0.556,0.897816130851664
"7203","MLLT6",-0.809926415777555,0.34,0.833907099184783
"7204","MLNR",0.807642999592515,0.414,0.852083333333333
"7205","MLPH",-0.576973359351186,0.243,0.810660685154976
"7206","MLST8",0.227143109016943,0.586,0.904527711882683
"7207","MLX",-0.235236226362989,0.745,0.945449911347518
"7208","MLXIP",-0.442004361718179,0.243,0.810660685154976
"7209","MLXIPL",0.261716671678204,0.661,0.926487320082248
"7210","MLYCD",-0.043575901427586,0.939,0.986191122523844
"7211","MMAA",-0.238973701653695,0.653,0.922820108427797
"7212","MMAB",-0.160735781777982,0.736,0.94238282647585
"7213","MMACHC",-0.300027200285336,0.722,0.939072324186807
"7214","MMADHC",-0.572873614257914,0.486,0.876759924385633
"7215","MMD",-0.861990530299463,0.469,0.872120682964688
"7216","MME",-0.349866827537685,0.611,0.913373538011696
"7217","MMEL1",1.36341396668344,0.0252,0.730920038535645
"7218","MMGT1",0.0208219041620686,0.974,0.996413206603302
"7219","MMP1",0.00599757297294542,0.989,0.99707972392422
"7220","MMP10",-0.332983103508201,0.725,0.939814814814815
"7221","MMP11",0.0488955475101333,0.886,0.975947792706334
"7222","MMP12",0.23698420393471,0.864,0.970907064069467
"7223","MMP13",-0.71366869793739,0.592,0.905683445548787
"7224","MMP14",-0.976699926671613,0.173,0.796283185840708
"7225","MMP15",0.837576047007022,0.068,0.782714340490798
"7226","MMP16",0.537071117228291,0.491,0.877873392680514
"7227","MMP17",-0.544324553816391,0.159,0.794227212681638
"7228","MMP2",0.119253763437111,0.871,0.971283399548181
"7229","MMP23B",0.507912856569335,0.408,0.850024741667879
"7230","MMP24",0.663771615733218,0.289,0.827964478333643
"7231","MMP28",-0.149025976364006,0.796,0.953295407010792
"7232","MMP3",0.604441706107853,0.544,0.894790302194646
"7233","MMP7",-0.465241841165918,0.231,0.801834384093113
"7234","MMP9",0.138750844614806,0.884,0.975797196333667
"7235","MMRN2",-1.60368347038169,0.0702,0.782714340490798
"7236","MMS19",-0.35012047804517,0.703,0.937704528512859
"7237","MMS22L",-0.828293053561756,0.131,0.79117538688283
"7238","MN1",0.520017416812086,0.106,0.78961743772242
"7239","MNAT1",0.313412910218108,0.603,0.910830959164292
"7240","MND1",0.715269766873092,0.549,0.896524640657084
"7241","MNS1",-0.60082879138606,0.33,0.830254950061328
"7242","MNT",-0.666302586264492,0.256,0.820705622932745
"7243","MNX1",0.230571737758173,0.732,0.941133465061972
"7244","MOAP1",-0.0135951462164018,0.982,0.996620347394541
"7245","MOB1A",-1.14344551464592,0.308,0.827964478333643
"7246","MOB1B",-0.555541001251101,0.23,0.801472736124635
"7247","MOB2",-1.3020797899811,0.123,0.78961743772242
"7248","MOB3A",-0.312820479077484,0.476,0.874030271934325
"7249","MOB3B",-1.30269421531846,0.324,0.829708429051069
"7250","MOB3C",0.508244313062545,0.519,0.886467605297697
"7251","MOB4",-0.781275963126861,0.33,0.830254950061328
"7252","MOCOS",-1.02994772340795,0.187,0.797609970674487
"7253","MOCS1",-0.412722776830025,0.668,0.927528813559322
"7254","MOCS2",0.714504888956152,0.088,0.78961743772242
"7255","MOCS3",-2.16514367804487,0.0191,0.730920038535645
"7256","MOGAT1",-0.131455328653722,0.906,0.979931242916509
"7257","MOGAT2",-0.557843499004718,0.542,0.894790302194646
"7258","MOGS",-1.00354625002387,0.272,0.824123787431464
"7259","MOK",-0.762409200872666,0.14,0.79117538688283
"7260","MON1A",0.360512108684363,0.541,0.894790302194646
"7261","MON1B",0.714197530961961,0.325,0.829708429051069
"7262","MON2",-0.565064981881214,0.344,0.834495848161329
"7263","MORC2",0.27691427005929,0.731,0.941031025179856
"7264","MORC3",-0.561905344843336,0.198,0.798775426058274
"7265","MORC4",0.0130091667630988,0.973,0.996173294235446
"7266","MORF4L1",-0.33813637758784,0.666,0.927528813559322
"7267","MORF4L2",0.321347948829392,0.294,0.827964478333643
"7268","MORN1",-0.0420377050462424,0.939,0.986191122523844
"7269","MORN2",0.280527858378006,0.713,0.938880651323569
"7270","MORN3",-1.07349210071095,0.127,0.79117538688283
"7271","MORN4",-0.00647530458268264,0.988,0.99707972392422
"7272","MOSPD1",-0.56827303683061,0.431,0.857984285912947
"7273","MOSPD2",0.492861532202682,0.507,0.88188455008489
"7274","MOSPD3",0.654919775865215,0.241,0.808700187529301
"7275","MOV10",0.152990055204794,0.765,0.948629158004158
"7276","MOXD1",-1.5163985323727,0.254,0.820029318899414
"7277","MPC1",0.595421402294227,0.461,0.869347253326307
"7278","MPC2",0.713666638995434,0.259,0.820705622932745
"7279","MPDU1",0.436502521816771,0.678,0.930488703810071
"7280","MPDZ",-0.293366131310214,0.463,0.86979593175853
"7281","MPG",0.783889695102264,0.132,0.79117538688283
"7282","MPHOSPH10",-0.464508573684401,0.459,0.869239978833179
"7283","MPHOSPH6",0.325419964353867,0.742,0.944825653798257
"7284","MPHOSPH8",-0.111606194764174,0.647,0.920748086290884
"7285","MPHOSPH9",0.0198847027428165,0.977,0.996491271820449
"7286","MPI",-0.484528477161234,0.499,0.878836737204724
"7287","MPIG6B",0.605340677093938,0.46,0.869347253326307
"7288","MPL",0.0138638781094664,0.989,0.99707972392422
"7289","MPLKIP",0.0792515604706404,0.92,0.981941544885177
"7290","MPND",-0.76141187031607,0.106,0.78961743772242
"7291","MPP1",0.244514476158926,0.574,0.900955013134851
"7292","MPP2",1.11703848199421,0.0926,0.78961743772242
"7293","MPP3",-0.198560503837349,0.783,0.952630035696073
"7294","MPP5",0.356822104802369,0.475,0.873763171421229
"7295","MPP6",-0.05731384357633,0.866,0.970907064069467
"7296","MPP7",-0.681594956290936,0.322,0.829708429051069
"7297","MPPE1",-1.26196247033379,0.22,0.799799752781211
"7298","MPPED2",0.999923264051896,0.14,0.79117538688283
"7299","MPRIP",0.783253620941881,0.209,0.799799752781211
"7300","MPST",0.1327520761099,0.84,0.964204955496752
"7301","MPV17",-0.362710482273693,0.213,0.799799752781211
"7302","MPV17L",0.103563884893298,0.886,0.975947792706334
"7303","MPV17L2",0.0830631708910899,0.911,0.980597413339349
"7304","MPZ",0.55085187626843,0.511,0.882916716958358
"7305","MPZL1",0.317992477655148,0.596,0.908114954763172
"7306","MPZL2",-0.0182483024876045,0.942,0.987385955920041
"7307","MPZL3",0.133142944902642,0.764,0.948629158004158
"7308","MR1",-0.11063023373998,0.904,0.979441672336887
"7309","MRAP2",-0.560242262001709,0.589,0.904944819457838
"7310","MRAS",1.2161971584037,0.0396,0.765429305912596
"7311","MRC1",-0.514039840874532,0.615,0.914449860002074
"7312","MRC2",0.762802322501136,0.214,0.799799752781211
"7313","MRE11",-0.386898542084129,0.316,0.828913595933926
"7314","MREG",-0.797387778365447,0.368,0.838849452120057
"7315","MRFAP1",1.09744993328891,0.175,0.796283185840708
"7316","MRFAP1L1",-0.84695507009739,0.41,0.850971436856604
"7317","MRGBP",0.995929177998429,0.0512,0.767252306273063
"7318","MRGPRX3",0.735422777537721,0.0245,0.730920038535645
"7319","MRI1",-0.601063357959189,0.485,0.876281080398839
"7320","MRM1",-0.0739087584636456,0.905,0.979441672336887
"7321","MRM2",-1.01465202928585,0.307,0.827964478333643
"7322","MRM3",-0.947321302108314,0.174,0.796283185840708
"7323","MRNIP",-0.300298707458286,0.635,0.917813509693053
"7324","MROH1",-0.574353053154684,0.336,0.83278313253012
"7325","MROH6",0.04860156257036,0.937,0.985754023664291
"7326","MROH7",-1.80953319193089,0.0614,0.77782389380531
"7327","MROH8",0.740069366481948,0.185,0.797609970674487
"7328","MRPL1",-0.378110536459705,0.718,0.938880651323569
"7329","MRPL10",0.195460617609812,0.753,0.946789196310935
"7330","MRPL11",0.482139015030411,0.552,0.897629549835582
"7331","MRPL12",0.458426046525861,0.569,0.900186018437226
"7332","MRPL13",-0.283311467418587,0.686,0.932670718966664
"7333","MRPL14",0.636698864664097,0.576,0.901830908892049
"7334","MRPL15",-0.218264871009089,0.728,0.940401459854015
"7335","MRPL16",0.168612705509249,0.775,0.94959556620731
"7336","MRPL17",-1.59226853571602,0.0563,0.767252306273063
"7337","MRPL18",0.204354503598441,0.756,0.947730974691304
"7338","MRPL19",-0.88075378123408,0.198,0.798775426058274
"7339","MRPL2",-0.00834797209512485,0.993,0.997669497473329
"7340","MRPL20",0.0838986449413017,0.921,0.982349675881082
"7341","MRPL21",1.30067080724632,0.127,0.79117538688283
"7342","MRPL22",0.0784527035733741,0.921,0.982349675881082
"7343","MRPL23",-0.919223607339325,0.353,0.836483198146002
"7344","MRPL24",0.238343053859977,0.623,0.916948899856056
"7345","MRPL27",0.112825220749748,0.905,0.979441672336887
"7346","MRPL28",1.22766426018885,0.164,0.794227212681638
"7347","MRPL3",-0.400465109806837,0.499,0.878836737204724
"7348","MRPL30",-0.945005591933002,0.425,0.856039819895877
"7349","MRPL32",0.401139782029163,0.604,0.911036546943919
"7350","MRPL33",-0.520988549062918,0.514,0.884045416316232
"7351","MRPL34",-1.10143537084539,0.0692,0.782714340490798
"7352","MRPL35",-0.324001494195355,0.519,0.886467605297697
"7353","MRPL36",0.289891042962475,0.464,0.869848088004191
"7354","MRPL37",-1.0535684785659,0.3,0.827964478333643
"7355","MRPL38",0.158294339537425,0.822,0.960801012492855
"7356","MRPL39",-0.700392075669129,0.324,0.829708429051069
"7357","MRPL4",0.0570700984699795,0.944,0.988107633811056
"7358","MRPL40",0.722261152246585,0.113,0.78961743772242
"7359","MRPL41",1.28717899064098,0.147,0.79117538688283
"7360","MRPL42",-1.2685032166427,0.0197,0.730920038535645
"7361","MRPL43",-0.181155664689987,0.779,0.95156455328953
"7362","MRPL44",-0.150143046800806,0.85,0.967521642443015
